,game,arena,stage,agent,human_data_type,alpha,Configuration,TV
2705,4.0*9.0*4 pieces in a row wins.,01JNM7DPV5CPV91M934S8PSK3Z,late,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.6,Ablate Block Weight,0.3008552381522809
2706,4.0*9.0*4 pieces in a row wins.,01JNM7DPV5CPV91M934S8PSK3Z,late,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.6,Only Block Weight,0.2405382991542275
2707,4.0*9.0*4 pieces in a row wins.,01JNM7DPV5CPV91M934S8PSK3Z,late,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.6,Only Connect Weight,0.31353784690495073
2708,4.0*9.0*4 pieces in a row wins.,01JNM7DPV5CPV91M934S8PSK3Z,late,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.6,Only Center Weight,0.6764297430196372
2709,4.0*9.0*4 pieces in a row wins.,01JNM6C88KK16KZQJ0YHY8X8A0,early,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.6,All Components,0.25017790682713703
2710,4.0*9.0*4 pieces in a row wins.,01JNM6C88KK16KZQJ0YHY8X8A0,early,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.6,Ablate Center Weight,0.2251713047128965
2711,4.0*9.0*4 pieces in a row wins.,01JNM6C88KK16KZQJ0YHY8X8A0,early,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.6,Ablate Connect Weight,0.4233244170109649
2712,4.0*9.0*4 pieces in a row wins.,01JNM6C88KK16KZQJ0YHY8X8A0,early,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.6,Ablate Block Weight,0.3925660579193505
2713,4.0*9.0*4 pieces in a row wins.,01JNM6C88KK16KZQJ0YHY8X8A0,early,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.6,Only Block Weight,0.4319086081160571
2714,4.0*9.0*4 pieces in a row wins.,01JNM6C88KK16KZQJ0YHY8X8A0,early,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.6,Only Connect Weight,0.39607843137254894
2715,4.0*9.0*4 pieces in a row wins.,01JNM6C88KK16KZQJ0YHY8X8A0,early,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.6,Only Center Weight,0.5271227687208566
2716,4.0*9.0*4 pieces in a row wins.,01JNM6C88KK16KZQJ0YHY8X8A0,intermediate,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.6,All Components,0.5748392836227254
2717,4.0*9.0*4 pieces in a row wins.,01JNM6C88KK16KZQJ0YHY8X8A0,intermediate,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.6,Ablate Center Weight,0.5400147676582057
2718,4.0*9.0*4 pieces in a row wins.,01JNM6C88KK16KZQJ0YHY8X8A0,intermediate,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.6,Ablate Connect Weight,0.6196308346925433
2719,4.0*9.0*4 pieces in a row wins.,01JNM6C88KK16KZQJ0YHY8X8A0,intermediate,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.6,Ablate Block Weight,0.28619751285113426
2720,4.0*9.0*4 pieces in a row wins.,01JNM6C88KK16KZQJ0YHY8X8A0,intermediate,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.6,Only Block Weight,0.6091565930937445
2721,4.0*9.0*4 pieces in a row wins.,01JNM6C88KK16KZQJ0YHY8X8A0,intermediate,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.6,Only Connect Weight,0.29498984109808335
2722,4.0*9.0*4 pieces in a row wins.,01JNM6C88KK16KZQJ0YHY8X8A0,intermediate,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.6,Only Center Weight,0.6294096145353778
2723,4.0*9.0*4 pieces in a row wins.,01JNM6C88KK16KZQJ0YHY8X8A0,late,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.6,All Components,0.469783996509697
2724,4.0*9.0*4 pieces in a row wins.,01JNM6C88KK16KZQJ0YHY8X8A0,late,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.6,Ablate Center Weight,0.44191543824434115
2725,4.0*9.0*4 pieces in a row wins.,01JNM6C88KK16KZQJ0YHY8X8A0,late,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.6,Ablate Connect Weight,0.4636469471604472
2726,4.0*9.0*4 pieces in a row wins.,01JNM6C88KK16KZQJ0YHY8X8A0,late,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.6,Ablate Block Weight,0.566356069005656
2727,4.0*9.0*4 pieces in a row wins.,01JNM6C88KK16KZQJ0YHY8X8A0,late,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.6,Only Block Weight,0.4546150245927295
2728,4.0*9.0*4 pieces in a row wins.,01JNM6C88KK16KZQJ0YHY8X8A0,late,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.6,Only Connect Weight,0.560841449908986
2729,4.0*9.0*4 pieces in a row wins.,01JNM6C88KK16KZQJ0YHY8X8A0,late,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.6,Only Center Weight,0.4336965946714869
2730,5.0*5.0*4 pieces in a row wins.,01JP0G7JPHMDDQBFCN7AXDS8Q2,early,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.6,All Components,0.35584871104871063
2731,5.0*5.0*4 pieces in a row wins.,01JP0G7JPHMDDQBFCN7AXDS8Q2,early,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.6,Ablate Center Weight,0.4133468926530736
2732,5.0*5.0*4 pieces in a row wins.,01JP0G7JPHMDDQBFCN7AXDS8Q2,early,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.6,Ablate Connect Weight,0.42112826364218653
2733,5.0*5.0*4 pieces in a row wins.,01JP0G7JPHMDDQBFCN7AXDS8Q2,early,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.6,Ablate Block Weight,0.44746255389186357
2734,5.0*5.0*4 pieces in a row wins.,01JP0G7JPHMDDQBFCN7AXDS8Q2,early,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.6,Only Block Weight,0.42329679438135087
2735,5.0*5.0*4 pieces in a row wins.,01JP0G7JPHMDDQBFCN7AXDS8Q2,early,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.6,Only Connect Weight,0.47282556815981286
2736,5.0*5.0*4 pieces in a row wins.,01JP0G7JPHMDDQBFCN7AXDS8Q2,early,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.6,Only Center Weight,0.5333941849827881
2737,5.0*5.0*4 pieces in a row wins.,01JP0G7JPHMDDQBFCN7AXDS8Q2,intermediate,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.6,All Components,0.5065657375817113
2738,5.0*5.0*4 pieces in a row wins.,01JP0G7JPHMDDQBFCN7AXDS8Q2,intermediate,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.6,Ablate Center Weight,0.5066189172897149
2739,5.0*5.0*4 pieces in a row wins.,01JP0G7JPHMDDQBFCN7AXDS8Q2,intermediate,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.6,Ablate Connect Weight,0.19583308610908642
2740,5.0*5.0*4 pieces in a row wins.,01JP0G7JPHMDDQBFCN7AXDS8Q2,intermediate,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.6,Ablate Block Weight,0.4731533890634432
2741,5.0*5.0*4 pieces in a row wins.,01JP0G7JPHMDDQBFCN7AXDS8Q2,intermediate,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.6,Only Block Weight,0.2320837235799411
2742,5.0*5.0*4 pieces in a row wins.,01JP0G7JPHMDDQBFCN7AXDS8Q2,intermediate,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.6,Only Connect Weight,0.4724089998803104
2743,5.0*5.0*4 pieces in a row wins.,01JP0G7JPHMDDQBFCN7AXDS8Q2,intermediate,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.6,Only Center Weight,0.3936526936706305
2744,5.0*5.0*4 pieces in a row wins.,01JP0G7JPHMDDQBFCN7AXDS8Q2,late,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.6,All Components,0.18902306962091667
2745,5.0*5.0*4 pieces in a row wins.,01JP0G7JPHMDDQBFCN7AXDS8Q2,late,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.6,Ablate Center Weight,0.18932328398832393
2746,5.0*5.0*4 pieces in a row wins.,01JP0G7JPHMDDQBFCN7AXDS8Q2,late,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.6,Ablate Connect Weight,0.18902306962091667
2747,5.0*5.0*4 pieces in a row wins.,01JP0G7JPHMDDQBFCN7AXDS8Q2,late,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.6,Ablate Block Weight,0.3316202939851832
2748,5.0*5.0*4 pieces in a row wins.,01JP0G7JPHMDDQBFCN7AXDS8Q2,late,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.6,Only Block Weight,0.18932328398832393
2749,5.0*5.0*4 pieces in a row wins.,01JP0G7JPHMDDQBFCN7AXDS8Q2,late,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.6,Only Connect Weight,0.33804347826086945
2750,5.0*5.0*4 pieces in a row wins.,01JP0G7JPHMDDQBFCN7AXDS8Q2,late,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.6,Only Center Weight,0.3316202939851832
2751,5.0*5.0*4 pieces in a row wins.,01JP0G7M0A910W5QFXBVPJ0KSZ,early,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.6,All Components,0.17307442946607526
2752,5.0*5.0*4 pieces in a row wins.,01JP0G7M0A910W5QFXBVPJ0KSZ,early,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.6,Ablate Center Weight,0.1740583224750902
2753,5.0*5.0*4 pieces in a row wins.,01JP0G7M0A910W5QFXBVPJ0KSZ,early,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.6,Ablate Connect Weight,0.25759067107579947
2754,5.0*5.0*4 pieces in a row wins.,01JP0G7M0A910W5QFXBVPJ0KSZ,early,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.6,Ablate Block Weight,0.4090527320789433
2755,5.0*5.0*4 pieces in a row wins.,01JP0G7M0A910W5QFXBVPJ0KSZ,early,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.6,Only Block Weight,0.2802121578883191
2756,5.0*5.0*4 pieces in a row wins.,01JP0G7M0A910W5QFXBVPJ0KSZ,early,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.6,Only Connect Weight,0.43948133543205226
2757,5.0*5.0*4 pieces in a row wins.,01JP0G7M0A910W5QFXBVPJ0KSZ,early,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.6,Only Center Weight,0.6207567837567822
2758,5.0*5.0*4 pieces in a row wins.,01JP0G7M0A910W5QFXBVPJ0KSZ,intermediate,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.6,All Components,0.306596834822263
2759,5.0*5.0*4 pieces in a row wins.,01JP0G7M0A910W5QFXBVPJ0KSZ,intermediate,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.6,Ablate Center Weight,0.30292991653972456
2760,5.0*5.0*4 pieces in a row wins.,01JP0G7M0A910W5QFXBVPJ0KSZ,intermediate,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.6,Ablate Connect Weight,0.3481182674551594
2761,5.0*5.0*4 pieces in a row wins.,01JP0G7M0A910W5QFXBVPJ0KSZ,intermediate,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.6,Ablate Block Weight,0.26637062266729816
2762,5.0*5.0*4 pieces in a row wins.,01JP0G7M0A910W5QFXBVPJ0KSZ,intermediate,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.6,Only Block Weight,0.4037712193761825
2763,5.0*5.0*4 pieces in a row wins.,01JP0G7M0A910W5QFXBVPJ0KSZ,intermediate,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.6,Only Connect Weight,0.2905894217627059
2764,5.0*5.0*4 pieces in a row wins.,01JP0G7M0A910W5QFXBVPJ0KSZ,intermediate,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.6,Only Center Weight,0.46782830154077265
2765,5.0*5.0*4 pieces in a row wins.,01JP0G7M0A910W5QFXBVPJ0KSZ,late,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.6,All Components,0.5133614960058127
2766,5.0*5.0*4 pieces in a row wins.,01JP0G7M0A910W5QFXBVPJ0KSZ,late,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.6,Ablate Center Weight,0.4982757351421809
2767,5.0*5.0*4 pieces in a row wins.,01JP0G7M0A910W5QFXBVPJ0KSZ,late,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.6,Ablate Connect Weight,0.5651554565180712
2768,5.0*5.0*4 pieces in a row wins.,01JP0G7M0A910W5QFXBVPJ0KSZ,late,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.6,Ablate Block Weight,0.35805207750565804
2769,5.0*5.0*4 pieces in a row wins.,01JP0G7M0A910W5QFXBVPJ0KSZ,late,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.6,Only Block Weight,0.5630197378553778
2770,5.0*5.0*4 pieces in a row wins.,01JP0G7M0A910W5QFXBVPJ0KSZ,late,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.6,Only Connect Weight,0.3560787116193806
2771,5.0*5.0*4 pieces in a row wins.,01JP0G7M0A910W5QFXBVPJ0KSZ,late,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.6,Only Center Weight,0.415874902764279
2772,5.0*5.0*4 pieces in a row wins.,01JP0G7KNGB8WTYSQKDGVHP4FA,early,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.6,All Components,0.14239350525364156
2773,5.0*5.0*4 pieces in a row wins.,01JP0G7KNGB8WTYSQKDGVHP4FA,early,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.6,Ablate Center Weight,0.1432401998576726
2774,5.0*5.0*4 pieces in a row wins.,01JP0G7KNGB8WTYSQKDGVHP4FA,early,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.6,Ablate Connect Weight,0.21970015025453749
2775,5.0*5.0*4 pieces in a row wins.,01JP0G7KNGB8WTYSQKDGVHP4FA,early,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.6,Ablate Block Weight,0.44324783278372576
2776,5.0*5.0*4 pieces in a row wins.,01JP0G7KNGB8WTYSQKDGVHP4FA,early,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.6,Only Block Weight,0.25149959824112966
2777,5.0*5.0*4 pieces in a row wins.,01JP0G7KNGB8WTYSQKDGVHP4FA,early,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.6,Only Connect Weight,0.44471631668305867
2778,5.0*5.0*4 pieces in a row wins.,01JP0G7KNGB8WTYSQKDGVHP4FA,early,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.6,Only Center Weight,0.56129186638119
2779,5.0*5.0*4 pieces in a row wins.,01JP0G7KNGB8WTYSQKDGVHP4FA,intermediate,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.6,All Components,0.41056270339821344
2780,5.0*5.0*4 pieces in a row wins.,01JP0G7KNGB8WTYSQKDGVHP4FA,intermediate,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.6,Ablate Center Weight,0.41185153715033784
2781,5.0*5.0*4 pieces in a row wins.,01JP0G7KNGB8WTYSQKDGVHP4FA,intermediate,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.6,Ablate Connect Weight,0.41056270339821344
2782,5.0*5.0*4 pieces in a row wins.,01JP0G7KNGB8WTYSQKDGVHP4FA,intermediate,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.6,Ablate Block Weight,0.3807741120978955
2783,5.0*5.0*4 pieces in a row wins.,01JP0G7KNGB8WTYSQKDGVHP4FA,intermediate,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.6,Only Block Weight,0.41185153715033784
2784,5.0*5.0*4 pieces in a row wins.,01JP0G7KNGB8WTYSQKDGVHP4FA,intermediate,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.6,Only Connect Weight,0.3818181818181818
2785,5.0*5.0*4 pieces in a row wins.,01JP0G7KNGB8WTYSQKDGVHP4FA,intermediate,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.6,Only Center Weight,0.3807741120978955
2786,5.0*5.0*4 pieces in a row wins.,01JP0G7KNGB8WTYSQKDGVHP4FA,late,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.6,All Components,0.1270373678955431
2787,5.0*5.0*4 pieces in a row wins.,01JP0G7KNGB8WTYSQKDGVHP4FA,late,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.6,Ablate Center Weight,0.12704838444385522
2788,5.0*5.0*4 pieces in a row wins.,01JP0G7KNGB8WTYSQKDGVHP4FA,late,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.6,Ablate Connect Weight,0.12725592564798746
2789,5.0*5.0*4 pieces in a row wins.,01JP0G7KNGB8WTYSQKDGVHP4FA,late,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.6,Ablate Block Weight,0.6361028320475021
2790,5.0*5.0*4 pieces in a row wins.,01JP0G7KNGB8WTYSQKDGVHP4FA,late,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.6,Only Block Weight,0.12725313013948011
2791,5.0*5.0*4 pieces in a row wins.,01JP0G7KNGB8WTYSQKDGVHP4FA,late,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.6,Only Connect Weight,0.6339026343228263
2792,5.0*5.0*4 pieces in a row wins.,01JP0G7KNGB8WTYSQKDGVHP4FA,late,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.6,Only Center Weight,0.49092694634809947
2793,5.0*5.0*4 pieces in a row wins.,01JNH65WJTGD40Y544REG155SG,early,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.6,All Components,0.32163467093714443
2794,5.0*5.0*4 pieces in a row wins.,01JNH65WJTGD40Y544REG155SG,early,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.6,Ablate Center Weight,0.32135525676354176
2795,5.0*5.0*4 pieces in a row wins.,01JNH65WJTGD40Y544REG155SG,early,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.6,Ablate Connect Weight,0.3085420303630095
2796,5.0*5.0*4 pieces in a row wins.,01JNH65WJTGD40Y544REG155SG,early,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.6,Ablate Block Weight,0.44862462312545986
2797,5.0*5.0*4 pieces in a row wins.,01JNH65WJTGD40Y544REG155SG,early,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.6,Only Block Weight,0.3053090804188066
2798,5.0*5.0*4 pieces in a row wins.,01JNH65WJTGD40Y544REG155SG,early,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.6,Only Connect Weight,0.44499543497756217
2799,5.0*5.0*4 pieces in a row wins.,01JNH65WJTGD40Y544REG155SG,early,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.6,Only Center Weight,0.4982614962407852
2800,5.0*5.0*4 pieces in a row wins.,01JNH65WJTGD40Y544REG155SG,intermediate,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.6,All Components,0.37375074771983635
2801,5.0*5.0*4 pieces in a row wins.,01JNH65WJTGD40Y544REG155SG,intermediate,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.6,Ablate Center Weight,0.3718992171717359
2802,5.0*5.0*4 pieces in a row wins.,01JNH65WJTGD40Y544REG155SG,intermediate,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.6,Ablate Connect Weight,0.3424814974691231
2803,5.0*5.0*4 pieces in a row wins.,01JNH65WJTGD40Y544REG155SG,intermediate,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.6,Ablate Block Weight,0.35129967376373805
2804,5.0*5.0*4 pieces in a row wins.,01JNH65WJTGD40Y544REG155SG,intermediate,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.6,Only Block Weight,0.38757726934477105
2805,5.0*5.0*4 pieces in a row wins.,01JNH65WJTGD40Y544REG155SG,intermediate,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.6,Only Connect Weight,0.37493089374111854
2806,5.0*5.0*4 pieces in a row wins.,01JNH65WJTGD40Y544REG155SG,intermediate,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.6,Only Center Weight,0.347918031720733
2807,5.0*5.0*4 pieces in a row wins.,01JNH65WJTGD40Y544REG155SG,late,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.6,All Components,0.30244692928068123
2808,5.0*5.0*4 pieces in a row wins.,01JNH65WJTGD40Y544REG155SG,late,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.6,Ablate Center Weight,0.3024471982977009
2809,5.0*5.0*4 pieces in a row wins.,01JNH65WJTGD40Y544REG155SG,late,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.6,Ablate Connect Weight,0.542725273774813
2810,5.0*5.0*4 pieces in a row wins.,01JNH65WJTGD40Y544REG155SG,late,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.6,Ablate Block Weight,0.3285079900383758
2811,5.0*5.0*4 pieces in a row wins.,01JNH65WJTGD40Y544REG155SG,late,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.6,Only Block Weight,0.5427282980012715
2812,5.0*5.0*4 pieces in a row wins.,01JNH65WJTGD40Y544REG155SG,late,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.6,Only Connect Weight,0.32850828872873733
2813,5.0*5.0*4 pieces in a row wins.,01JNH65WJTGD40Y544REG155SG,late,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.6,Only Center Weight,0.298095403435336
2814,3.0*3.0*3 pieces in a row loses.,01JN6VQ0HXWRHXPNE7BF8PFGTE,early,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.6,All Components,0.3972586285506848
2815,3.0*3.0*3 pieces in a row loses.,01JN6VQ0HXWRHXPNE7BF8PFGTE,early,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.6,Ablate Center Weight,0.42200848630116394
2816,3.0*3.0*3 pieces in a row loses.,01JN6VQ0HXWRHXPNE7BF8PFGTE,early,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.6,Ablate Connect Weight,0.11334319457930335
2817,3.0*3.0*3 pieces in a row loses.,01JN6VQ0HXWRHXPNE7BF8PFGTE,early,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.6,Ablate Block Weight,0.29479839235512434
2818,3.0*3.0*3 pieces in a row loses.,01JN6VQ0HXWRHXPNE7BF8PFGTE,early,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.6,Only Block Weight,0.16183617775703285
2819,3.0*3.0*3 pieces in a row loses.,01JN6VQ0HXWRHXPNE7BF8PFGTE,early,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.6,Only Connect Weight,0.40496836564595673
2820,3.0*3.0*3 pieces in a row loses.,01JN6VQ0HXWRHXPNE7BF8PFGTE,early,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.6,Only Center Weight,0.1531416852806925
2821,3.0*3.0*3 pieces in a row loses.,01JN6VQ0HXWRHXPNE7BF8PFGTE,intermediate,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.6,All Components,0.11281398974630537
2822,3.0*3.0*3 pieces in a row loses.,01JN6VQ0HXWRHXPNE7BF8PFGTE,intermediate,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.6,Ablate Center Weight,0.1364621033412122
2823,3.0*3.0*3 pieces in a row loses.,01JN6VQ0HXWRHXPNE7BF8PFGTE,intermediate,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.6,Ablate Connect Weight,0.11181813517652532
2824,3.0*3.0*3 pieces in a row loses.,01JN6VQ0HXWRHXPNE7BF8PFGTE,intermediate,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.6,Ablate Block Weight,0.17213040589778264
2825,3.0*3.0*3 pieces in a row loses.,01JN6VQ0HXWRHXPNE7BF8PFGTE,intermediate,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.6,Only Block Weight,0.11739130434782613
2826,3.0*3.0*3 pieces in a row loses.,01JN6VQ0HXWRHXPNE7BF8PFGTE,intermediate,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.6,Only Connect Weight,0.18801377131849467
2827,3.0*3.0*3 pieces in a row loses.,01JN6VQ0HXWRHXPNE7BF8PFGTE,intermediate,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.6,Only Center Weight,0.10479678443588837
